site,day_of_month,month,year,text,species,count,areaTextMatch,visitId
"Victoria Park, Stretford",2,November,2014,"2 Great Tit ",Great Tit,2,"2 Great Tit ",https://manchesterbirding.activeboard.com/t57369981/victoria-park-stretford/?page=1#comment-58921840
"Victoria Park, Stretford",29,September,2014,"Great Tit - 2 ",Great Tit,2,"Great Tit - 2 ",https://manchesterbirding.activeboard.com/t57369981/victoria-park-stretford/?page=1#comment-58665540
"Victoria Park, Stretford",14,September,2014,"4 Great Tit ",Great Tit,4,"4 Great Tit ",https://manchesterbirding.activeboard.com/t57369981/victoria-park-stretford/?page=1#comment-58553959
"Victoria Park, Stretford",23,April,2014,"Plenty on Blackbirds, Magpies & House Sparrows. Blackcap & Willow Warbler singing. Also Chaffinch, Goldcrest, Mistle Thrush and 2 Pied Wagtail on one of the bowling greens. Cormorants kept flying over as well, counted 4 - two singles and a duo. Nice to see Blue & Great Tits taking an interest in the nest boxes. ",Great Tit,X," Nice to see Blue & Great Tits taking an interest",https://manchesterbirding.activeboard.com/t57369981/victoria-park-stretford/?page=1#comment-57382459
Reddish Vale Country Park,9,October,2015," Nice walk today 11.20-12.20pm Mill pond 2 mute swans (4API & 4APH blue/white) & 4 cygnets Moorhen 3 Mallard 16 5 coots 2 black headed gulls Main lakes canada geese 60 mallard 74 embden geese 4 coot 30 moorhen 10 muscovey duck 1 tufted ducks 10 white farm duck 1 cormorants 4 black headed gulls 29 mute swans 2 (blue/white XU possibly 6 as last year had XU6, obscured view & green/white darvic CFC1) also crow, wren, robin, long tailed tits, great tits, magpie, collared dove ",Great Tit,X,", long tailed tits, great tits, magpie, collared ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=2#comment-60995091
Reddish Vale Country Park,15,March,2008,"7 great tits ",Great Tit,7,"7 great tits ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr/?sort=newestFirst&page=8#comment-15955901
Reddish Vale Country Park,20,February,2008,"great tits, ",Great Tit,X,"great tits, ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr/?sort=newestFirst&page=8#comment-15561626
Reddish Vale Country Park,16,February,2008,"great tits, ",Great Tit,X,"great tits, ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr/?sort=newestFirst&page=8#comment-15491092
Worsley Woods,29,September,2018,"Coal, Blue, Great Tits noted as well as Nuthatch ",Great Tit,X,"Coal, Blue, Great Tits noted as well as N",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?page=1#comment-64978386
Worsley Woods,28,February,2017,"great tit 2 ",Great Tit,2,"great tit 2 ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?page=1#comment-63287358
Worsley Woods,7,February,2016,"Lots of singing birds including Goldfinch, Blue tit, Great tit, Robin, Wren, Coal Tit, Chaffinch ",Great Tit,X,"oldfinch, Blue tit, Great tit, Robin, Wren, Coal ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?page=1#comment-61620933
Worsley Woods,24,March,2015,"great tit 2 ",Great Tit,2,"great tit 2 ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?page=1#comment-59880382
Worsley Woods,24,February,2015,"Great tit 6 ",Great Tit,6,"Great tit 6 ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?page=1#comment-59692349
Worsley Woods,3,December,2014,"Great tit 3 ",Great Tit,3,"Great tit 3 ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=2#comment-59137460
Worsley Woods,22,November,2013,"great tit ",Great Tit,X,"great tit ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=2#comment-55676168
Worsley Woods,27,April,2013,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=3#comment-53502097
Worsley Woods,1,April,2013,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=3#comment-53192991
Worsley Woods,12,March,2013,"Great titx2 ",Great Tit,2,"Great titx2 ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=3#comment-52954836
Worsley Woods,12,January,2012,"Great tits ",Great Tit,X,"Great tits ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=4#comment-47257309
Worsley Woods,19,May,2011,"2 parties of great tits feeding young ",Great Tit,X,"2 parties of great tits feeding young ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=4#comment-42937040
Worsley Woods,6,May,2011,"36. Great Tit (18) ",Great Tit,18,"36. Great Tit (18) ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=4#comment-42700374
Worsley Woods,1,May,2011,"4 Great tits ",Great Tit,4,"4 Great tits ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=4#comment-42607556
Worsley Woods,22,April,2011,"Great tit (18) ",Great Tit,18,"Great tit (18) ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=5#comment-42453988
Worsley Woods,23,January,2011,"Lt tit flock, and also great tits and blue tits. ",Great Tit,X,"tit flock, and also great tits and blue tits. ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=5#comment-40693781
Worsley Woods,30,October,2010,"2 great tit ",Great Tit,2,"2 great tit ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=6#comment-39073221
Worsley Woods,23,June,2010,"great tits ",Great Tit,X,"great tits ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=6#comment-36677765
Clayton Vale,18,October,2015,"Great tit ",Great Tit,X,"Great tit ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?page=1#comment-61040406
Clayton Vale,10,May,2015,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?page=1#comment-60174786
Clayton Vale,29,April,2015,"great tits, ",Great Tit,X,"great tits, ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?page=1#comment-60112891
Clayton Vale,30,December,2013,"2 Great Tits ",Great Tit,2,"2 Great Tits ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-56089725
Clayton Vale,4,May,2011,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-42661601
Clayton Vale,20,June,2010,"7 Great Tit (family group) ",Great Tit,7,"7 Great Tit (family group) ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-36616748
Clayton Vale,19,April,2010,"Great tit ",Great Tit,X,"Great tit ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-35369514
Clayton Vale,18,April,2010,"Swallows are back, Lapwings appear to be settled, possibly 6 or 7 pairs, 3 or 4 Pheasants (never saw any 5 years ago), 2 Herons, Pair of Great Crested Grebes on Crime Lake, G S Woodpeckers from 3 locations, Kestrel, Sparrowhawk, Coal Tits and Great Tits with nesting material, 3 Song Thrushes, Mistle Thrushes have fledged and left the nest from 1 location, Mute Swans not on a nest yet. ",Great Tit,X,"hawk, Coal Tits and Great Tits with nesting mater",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-35340693
Clayton Vale,13,April,2010,"5 great tit ",Great Tit,5,"5 great tit ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-35235566
Clayton Vale,7,March,2010,"great tits ",Great Tit,X,"great tits ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-34499651
Clayton Vale,4,March,2010,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-34442836
Clayton Vale,6,January,2010,"loads of blue and great tits ",Great Tit,X,"loads of blue and great tits ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-33265822
Clayton Vale,30,November,2006," 20+ Gold Finches - 10 Green Finches - m & f Bullfinch - 10+ Blue Tit - 10+ Great Tit - 20+ Collared Doves ",Great Tit,10," 10+ Blue Tit - 10+ Great Tit - 20+ Collared Dove",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-9377153
Boggart Hole,16,February,2013,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?page=1#comment-52669156
Boggart Hole,2,February,2013,"Blue and great tits heard ",Great Tit,X,"Blue and great tits heard ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?page=1#comment-52499266
Boggart Hole,28,November,2012,"Nothing much else apart from odd blue and great tit. ",Great Tit,X,"t from odd blue and great tit. ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?page=1#comment-51722732
Boggart Hole,7,February,2012," Dunnock, Robin, Blackbird, Blue and Great Tit, Goldfinch (loads!) Mistle Thrush, House Sparrow, Magpie, Carrion Crow, Wood Pigeon all seen around the Clough and environs today. ",Great Tit,X,"Blackbird, Blue and Great Tit, Goldfinch (loads!)",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?sort=newestFirst&page=2#comment-47712702
Boggart Hole,19,June,2011,"1 Grey Wagtail, Lots of Wrens and a few Robins, and the usual Blue Tits and Great Tits. ",Great Tit,X,"usual Blue Tits and Great Tits. ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?sort=newestFirst&page=2#comment-43463579
Boggart Hole,19,May,2011,"Sev. Song thrush, Coal Tit, Blue Tit, Great Tit, Robin and Wren. ",Great Tit,X,"Coal Tit, Blue Tit, Great Tit, Robin and Wren. ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?sort=newestFirst&page=2#comment-42929618
Boggart Hole,3,May,2011,"Blue Tits and Great Tits aplenty ",Great Tit,X,"Blue Tits and Great Tits aplenty ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?sort=newestFirst&page=2#comment-42645978
Boggart Hole,19,December,2010,"2 great tits, ",Great Tit,2,"2 great tits, ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?sort=newestFirst&page=2#comment-40013565
Boggart Hole,2,February,2008,"Plenty of birds in song - singles of Song & Mistle Thrush - several of each for Dunnock, Great Tit, Blue Tit, Robin and Wren. ",Great Tit,X,"f each for Dunnock, Great Tit, Blue Tit, Robin an",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?sort=newestFirst&page=2#comment-15272818
Blackley Forest,2,January,2017," -Great tit 15> ",Great Tit,15," -Great tit 15> ",https://manchesterbirding.activeboard.com/t41173230/blackley-forest-irk-valley/?page=1#comment-63071364
Blackley Forest,28,December,2012,"- c6 Great Tit ",Great Tit,6,"- c6 Great Tit ",https://manchesterbirding.activeboard.com/t41173230/blackley-forest-irk-valley/?page=1#comment-52057189
Blackley Forest,19,February,2011,"Blue Tits/Great Tits ",Great Tit,X,"Blue Tits/Great Tits ",https://manchesterbirding.activeboard.com/t41173230/blackley-forest-irk-valley/?page=1#comment-41259680
Blackley Forest,15,February,2011,"Blue Tits/Great Tits ",Great Tit,X,"Blue Tits/Great Tits ",https://manchesterbirding.activeboard.com/t41173230/blackley-forest-irk-valley/?page=1#comment-41173230
"Philips Park, Prestwich",18,February,2014,"plus lots of Blue Tits, Great Tits, Magpies, Woodpigeons, Carrion Crows and Mallards. ",Great Tit,X," lots of Blue Tits, Great Tits, Magpies, Woodpige",https://manchesterbirding.activeboard.com/t46221312/phillips-park-prestwich/?page=1#comment-56769068
"Philips Park, Prestwich",1,December,2012,"Great Tit 4 ",Great Tit,4,"Great Tit 4 ",https://manchesterbirding.activeboard.com/t46221312/phillips-park-prestwich/?page=1#comment-51757170
"Philips Park, Prestwich",10,November,2012,"Great Tit 3 ",Great Tit,3,"Great Tit 3 ",https://manchesterbirding.activeboard.com/t46221312/phillips-park-prestwich/?page=1#comment-51511347
"Philips Park, Prestwich",20,March,2012,"Great Tit 8 ",Great Tit,8,"Great Tit 8 ",https://manchesterbirding.activeboard.com/t46221312/phillips-park-prestwich/?page=1#comment-48354631
"Philips Park, Prestwich",25,February,2012,"Great Tit 10 ",Great Tit,10,"Great Tit 10 ",https://manchesterbirding.activeboard.com/t46221312/philips-park-prestwich/?page=1#comment-47990629
"Philips Park, Prestwich",23,November,2011,"Great tits 4 ",Great Tit,4,"Great tits 4 ",https://manchesterbirding.activeboard.com/t46221312/phillips-park-prestwich/?page=1#comment-46367584
"Philips Park, Prestwich",16,November,2011,"Great Tits 2 ",Great Tit,2,"Great Tits 2 ",https://manchesterbirding.activeboard.com/t46221312/phillips-park-prestwich/?page=1#comment-46221312
Ashton Moss,11,June,2018,"3 broods of calling Great Tit spread out around the perimeter ",Great Tit,X,3 broods of calling Great Tit spread out around t,https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?page=1#comment-64708885
Ashton Moss,13,August,2017,"Mixed flock of mainly Willow Warbler perhaps 10+, with Whitethroat, Long-tailed Tit and Great Tit. ",Great Tit,X,"Long-tailed Tit and Great Tit. ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?page=1#comment-63836153
Ashton Moss,19,January,2016," dove and two great tits.Also a female reed bunting by the pond near Mockridge nursery ,a wren and the usuals. ",Great Tit,2," dove and two great tits.Also a female reed",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=3#comment-61512926
Ashton Moss,8,March,2015,"plus great tit, magpie and a skylark singing ",Great Tit,X,"plus great tit, magpie and a skyla",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=4#comment-59774017
Ashton Moss,15,April,2010,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-35292834
Ashton Moss,17,March,2010,"great tit ",Great Tit,X,"great tit ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-34702539
Ashton Moss,16,March,2010,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-34678988
Ashton Moss,6,March,2010,"8+ Great Tit ",Great Tit,8,"8+ Great Tit ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-34484671
Ashton Moss,1,March,2010,"2 great tit ",Great Tit,2,"2 great tit ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-34360448
Ashton Moss,10,January,2010,"1 great tit ",Great Tit,1,"1 great tit ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-33338258
Ashton Moss,24,December,2009,"magpie, canada geese (85+), kestrel (2) starlings, blackbirds, greenfinch, carrion crow, B.H.gull, wren, herring gull, collard dove robin, goldfinch, long tailed tit (20+) great tit, mistle thrush. ",Great Tit,X,"ng tailed tit (20+) great tit, mistle thrush. ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-33047905
Ashton Moss,11,October,2009,"robin,wood pigeon,pied wagtail,great tit,blue tit,collard dove,wren mistle thrush reed bunting. ",Great Tit,X,"pigeon,pied wagtail,great tit,blue tit,collard do",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-31489458
Ashton Moss,12,July,2009,"jackdaw,great tit, long tailed tit, kestrel, have put orange coloured feeder in first bush half way up lane ",Great Tit,X,"jackdaw,great tit, long tailed tit, k",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-29317815
